tender_no,award_date,awarded_amt,tender_detail_status,tender_date,tender_value,LDA_Category
CAA000ETT20300014,31/8/2020,331350,Awarded to Suppliers,2020-08-31,331350,General Procurement - Services
CAA000ETT20300016,6/8/2020,23959.36,Awarded to Suppliers,2020-08-06,23959.36,PPP Procurement - DBFO
CAA000ETT20300017,16/10/2020,2197266,Awarded to Suppliers,2020-10-16,2197266,PPP Procurement - DBFO
CAA000ETT20300018,9/9/2020,132000,Awarded to Suppliers,2020-09-09,132000,Engineering Procurement - Services
CAA000ETT20300019,18/9/2020,178400,Awarded to Suppliers,2020-09-18,178400,Engineering Procurement - EPC
CAA000ETT20300020,22/9/2020,102173,Awarded to Suppliers,2020-09-22,102173,Engineering Procurement - EPC
CAA000ETT20300021,16/10/2020,127600,Awarded to Suppliers,2020-10-16,127600,Engineering Procurement - EPC
CAA000ETT20300023,8/1/2021,346680,Awarded to Suppliers,2021-01-08,346680,Engineering Procurement - Services
CAA000ETT20300024,5/3/2021,230000,Awarded to Suppliers,2021-03-05,230000,General Procurement - Services
CAA000ETT20300025,5/1/2021,201293.26,Awarded to Suppliers,2021-01-05,201293.26,Engineering Procurement - EPC
CAA000ETT20300026,17/2/2021,109662,Awarded to Suppliers,2021-02-17,109662,PPP Procurement - DBFO
CAA000ETT20300027,28/4/2021,160840,Awarded to Suppliers,2021-04-28,160840,General Procurement - Services
CAA000ETT20300030,17/3/2021,177000,Awarded to Suppliers,2021-03-17,177000,General Procurement - Goods
CAA000ETT21000001,4/8/2021,37280000,Awarded to Suppliers,2021-08-04,37280000,General Procurement - Services
CAA000ETT21000002,16/3/2021,147088,Awarded to Suppliers,2021-03-16,147088,Engineering Procurement - EPC
CAA000ETT21000004,25/2/2021,8448000,Awarded to Suppliers,2021-02-25,8448000,Engineering Procurement - EPC
CAA000ETT21000005,24/2/2021,71400,Awarded to Suppliers,2021-02-24,71400,Engineering Procurement - Services
CAA000ETT21000042,14/6/2021,49680,Awarded to Suppliers,2021-06-14,49680,PPP Procurement - DBFO
CAA000ETT21000050,12/5/2021,231000,Awarded to Suppliers,2021-05-12,231000,General Procurement - Services
CAA000ETT21000054,26/5/2021,966084,Awarded to Suppliers,2021-05-26,966084,General Procurement - Services
CAA000ETT21000056,27/12/2021,2675100,Awarded to Suppliers,2021-12-27,2675100,Engineering Procurement - Services
CAA000ETT21000057,27/8/2021,704058,Awarded to Suppliers,2021-08-27,704058,General Procurement - Services
CAA000ETT21000058,29/7/2021,90000,Awarded to Suppliers,2021-07-29,90000,PPP Procurement - DBO
CAA000ETT21000059,26/8/2021,249500,Awarded to Suppliers,2021-08-26,249500,General Procurement - Goods
CAA000ETT21000060,20/9/2021,121705,Awarded to Suppliers,2021-09-20,121705,PPP Procurement - DBO
CAA000ETT21000061,17/2/2022,200000,Awarded to Suppliers,2022-02-17,205,Engineering Procurement - Services
CAA000ETT21000062,21/9/2021,105450,Awarded to Suppliers,2021-09-21,105450,General Procurement - Services
CAA000ETT21000063,25/10/2021,175553,Awarded to Suppliers,2021-10-25,175553,General Procurement - Goods
CAA000ETT21000065,29/9/2021,928500,Awarded to Suppliers,2021-09-29,928500,Engineering Procurement - Goods
CAA000ETT21000066,25/10/2021,219438,Awarded to Suppliers,2021-10-25,219438,General Procurement - Services
CAA000ETT21000085,8/10/2021,1540490,Awarded to Suppliers,2021-10-08,1540490,Engineering Procurement - Services
CAA000ETT21000089,2/12/2021,110010,Awarded to Suppliers,2021-12-02,110010,General Procurement - Goods
CAA000ETT21000091,18/10/2021,85200,Awarded to Suppliers,2021-10-18,85200,Engineering Procurement - Services
CAA000ETT21000099,28/10/2021,331900,Awarded to Suppliers,2021-10-28,331900,Engineering Procurement - EPC
CAA000ETT21000101,15/11/2021,295200,Awarded to Suppliers,2021-11-15,295200,Engineering Procurement - Services
CAA000ETT21000103,29/12/2021,269952,Awarded to Suppliers,2021-12-29,269952,Engineering Procurement - Services
CAA000ETT21000105,5/4/2022,219115,Awarded to Suppliers,2022-04-05,219115,General Procurement - Goods
CAA000ETT21000107,4/2/2022,287000,Awarded to Suppliers,2022-02-04,287000,PPP Procurement - DBFO
CAA000ETT21000108,8/7/2022,79999746.04,Awarded by Items,2022-07-08,79999746.04,Engineering Procurement - EPC
CAA000ETT21000108,8/7/2022,79999633,Awarded by Items,2022-07-08,79999633,Engineering Procurement - EPC
CAA000ETT21000108,8/7/2022,79999658,Awarded by Items,2022-07-08,79999658,Engineering Procurement - EPC
CAA000ETT21000108,8/7/2022,79999721,Awarded by Items,2022-07-08,79999721,Engineering Procurement - EPC
CAA000ETT21000108,8/7/2022,79999668,Awarded by Items,2022-07-08,79999668,Engineering Procurement - EPC
CAA000ETT21000109,6/5/2022,1066985,Awarded to Suppliers,2022-05-06,1066985,Engineering Procurement - EPC
CAA000ETT22000001,15/6/2022,798800,Awarded to Suppliers,2022-06-15,798800,General Procurement - Services
CAA000ETT22000004,20/6/2022,1170000,Awarded to Suppliers,2022-06-20,1170000,Engineering Procurement - Goods
CAA000ETT22000005,29/4/2022,111600,Awarded to Suppliers,2022-04-29,111600,Engineering Procurement - Services
CAA000ETT22000006,19/5/2022,82000,Awarded by Items,2022-05-19,82000,Engineering Procurement - Services
CAA000ETT22000006,19/5/2022,279052.04,Awarded by Items,2022-05-19,279052.04,Engineering Procurement - Services
CAA000ETT22000007,13/6/2022,2331800,Awarded to Suppliers,2022-06-13,2331800,Engineering Procurement - Services
CAA000ETT22000008,11/8/2022,2628000,Awarded to Suppliers,2022-08-11,2628000,Engineering Procurement - Services
CAA000ETT22000009,2/8/2022,600000,Awarded to Suppliers,2022-08-02,605,Engineering Procurement - Services
CAA000ETT22000010,27/9/2022,1,Awarded by Items,2022-09-27,1,Engineering Procurement - Services
CAA000ETT22000010,27/9/2022,1,Awarded by Items,2022-09-27,1,Engineering Procurement - Services
CAA000ETT22000010,27/9/2022,1,Awarded by Items,2022-09-27,1,Engineering Procurement - Services
CAA000ETT22000010,27/9/2022,1,Awarded by Items,2022-09-27,1,Engineering Procurement - Services
CAA000ETT22000010,27/9/2022,1,Awarded by Items,2022-09-27,1,Engineering Procurement - Services
CAA000ETT22000010,27/9/2022,1,Awarded by Items,2022-09-27,1,Engineering Procurement - Services
CAA000ETT22000010,27/9/2022,1,Awarded by Items,2022-09-27,1,Engineering Procurement - Services
CAA000ETT22000011,16/9/2022,220219,Awarded to Suppliers,2022-09-16,220219,General Procurement - Services
CAA000ETT22000012,3/11/2022,2599000,Awarded to Suppliers,2022-11-03,2599000,General Procurement - Services
CAA000ETT22000013,12/9/2022,265800,Awarded to Suppliers,2022-09-12,265800,Engineering Procurement - Services
CAA000ETT22000014,28/11/2022,2975799,Awarded to Suppliers,2022-11-28,2975799,General Procurement - Services
CAA000ETT22000015,4/11/2022,264000,Awarded to Suppliers,2022-11-04,264000,Engineering Procurement - Services
CAA000ETT22000016,1/11/2022,434562,Awarded to Suppliers,2022-11-01,434562,Engineering Procurement - Services
CAA000ETT22000018,15/12/2022,43000,Awarded to Suppliers,2022-12-15,43000,General Procurement - Services
CAA000ETT22000019,27/1/2023,246340,Awarded to Suppliers,2023-01-27,246340,General Procurement - Goods
CAA000ETT22000020,4/1/2023,235460,Awarded to Suppliers,2023-01-04,235460,PPP Procurement - DBO
CAA000ETT22000022,24/2/2023,267673.2,Awarded to Suppliers,2023-02-24,267673.2,PPP Procurement - DBFO
CAA000ETT22000023,1/11/2023,6564305,Awarded to Suppliers,2023-11-01,6564305,Engineering Procurement - EPC
CAA000ETT22000024,6/3/2023,88000,Awarded to Suppliers,2023-03-06,88000,General Procurement - Services
CAA000ETT22000026,17/7/2023,5754000,Awarded to Suppliers,2023-07-17,5754000,Engineering Procurement - Services
CAA000ETT23000001,20/4/2023,1680000,Awarded to Suppliers,2023-04-20,1680000,Engineering Procurement - Services
CAA000ETT23000002,23/3/2023,652098,Awarded to Suppliers,2023-03-23,652098,PPP Procurement - DBO
CAA000ETT23000003,25/5/2023,2039000,Awarded to Suppliers,2023-05-25,2039000,Engineering Procurement - Goods
CAA000ETT23000004,7/7/2023,2830000,Awarded to Suppliers,2023-07-07,2830000,General Procurement - Services
CAA000ETT23000005,29/11/2023,3051466.91,Awarded to Suppliers,2023-11-29,3051466.91,PPP Procurement - DBO
CAA000ETT23000006,5/6/2023,128900,Awarded to Suppliers,2023-06-05,128900,PPP Procurement - DBO
CAA000ETT23000007,30/6/2023,183100,Awarded to Suppliers,2023-06-30,183100,General Procurement - Services
CAA000ETT23000009,1/8/2023,133323,Awarded to Suppliers,2023-08-01,133323,Engineering Procurement - Services
CAA000ETT23000010,29/8/2023,1605000,Awarded to Suppliers,2023-08-29,1605000,PPP Procurement - DBO
CAA000ETT23000011,5/9/2023,1028760,Awarded to Suppliers,2023-09-05,1028760,PPP Procurement - DBFO
CAA000ETT23000012,7/7/2023,644400,Awarded to Suppliers,2023-07-07,644400,Engineering Procurement - Services
CAA000ETT23000014,13/9/2023,25388800,Awarded to Suppliers,2023-09-13,25388800,General Procurement - Goods
CAA000ETT23000015,20/11/2023,118380,Awarded by Items,2023-11-20,118380,Engineering Procurement - EPC
CAA000ETT23000015,20/11/2023,180120,Awarded by Items,2023-11-20,180120,Engineering Procurement - EPC
CAA000ETT23000016,7/12/2023,399000,Awarded to Suppliers,2023-12-07,399000,Engineering Procurement - Services
CAA000ETT23000017,19/9/2023,12744303.43,Awarded to Suppliers,2023-09-19,12744303.43,General Procurement - Services
CAA000ETT23000018,7/9/2023,476136,Awarded to Suppliers,2023-09-07,476136,Engineering Procurement - Services
CAA000ETT23000019,20/9/2023,125000,Awarded to Suppliers,2023-09-20,125000,General Procurement - Services
CAA000ETT23000020,24/10/2023,428550,Awarded to Suppliers,2023-10-24,428550,General Procurement - Services
CAA000ETT23000021,12/10/2023,318488,Awarded to Suppliers,2023-10-12,318488,PPP Procurement - DBFO
CAA000ETT23000022,30/10/2023,387600,Awarded to Suppliers,2023-10-30,387600,General Procurement - Goods
CAA000ETT23000023,20/11/2023,34320,Awarded by Items,2023-11-20,34320,Engineering Procurement - Services
CAA000ETT23000026,7/2/2024,90000,Awarded to Suppliers,2024-02-07,90000,General Procurement - Goods
CAA000ETT23000027,4/12/2023,222000,Awarded to Suppliers,2023-12-04,222000,General Procurement - Goods
CAA000ETT23000031,21/2/2024,14657844,Awarded to Suppliers,2024-02-21,14657844,Engineering Procurement - EPC
CAA000ETT24000001,15/3/2024,71350,Awarded to Suppliers,2024-03-15,71350,General Procurement - Services
CAA000ETT24000003,28/3/2024,123688.25,Awarded by Items,2024-03-28,123688.25,Engineering Procurement - EPC
CAA000ETT24000003,28/3/2024,309686.9,Awarded by Items,2024-03-28,309686.9,Engineering Procurement - EPC
CAB000ETT19300001,29/7/2019,60200,Awarded to Suppliers,2019-07-29,60200,PPP Procurement - DBO
CCS000ETT20300001,13/5/2020,144617.56,Awarded to Suppliers,2020-05-13,144617.56,PPP Procurement - DBFO
CCS000ETT20300002,2/9/2020,100000,Awarded by Items,2020-09-02,105,Engineering Procurement - EPC
CCS000ETT20300002,2/9/2020,100000,Awarded by Items,2020-09-02,105,Engineering Procurement - EPC
CCS000ETT20300002,2/9/2020,100000,Awarded by Items,2020-09-02,105,Engineering Procurement - EPC
CCS000ETT20300003,28/5/2021,520000,Awarded to Suppliers,2021-05-28,520000,PPP Procurement - DBFO
CCS000ETT22000001,29/8/2022,202000,Awarded to Suppliers,2022-08-29,202000,PPP Procurement - DBFO
CCS000ETT22000002,3/11/2022,451030,Awarded to Suppliers,2022-11-03,451030,General Procurement - Goods
CCS000ETT22000004,24/2/2023,20,Awarded by Items,2023-02-24,20,General Procurement - Goods
CCS000ETT22000004,24/2/2023,25,Awarded by Items,2023-02-24,25,General Procurement - Goods
CCS000ETT22000004,24/2/2023,20,Awarded by Items,2023-02-24,20,General Procurement - Goods
CCS000ETT22000004,24/2/2023,15,Awarded by Items,2023-02-24,15,General Procurement - Goods
CCS000ETT22000004,24/2/2023,10,Awarded by Items,2023-02-24,10,General Procurement - Goods
CCS000ETT22000004,24/2/2023,20,Awarded by Items,2023-02-24,20,General Procurement - Goods
CCS000ETT22000004,24/2/2023,10,Awarded by Items,2023-02-24,10,General Procurement - Goods
CCS000ETT22000004,24/2/2023,20,Awarded by Items,2023-02-24,20,General Procurement - Goods
CCS000ETT22000004,24/2/2023,20,Awarded by Items,2023-02-24,20,General Procurement - Goods
CCS000ETT23000001,11/7/2023,168000,Awarded to Suppliers,2023-07-11,168000,Engineering Procurement - Services
CCY000ETT18300013,17/4/2019,360000,Awarded to Suppliers,2019-04-17,360000,Engineering Procurement - Services
CCY000ETT18300015,5/4/2019,2507340,Awarded to Suppliers,2019-04-05,2507340,PPP Procurement - DBFO
CCY000ETT18300016,6/5/2019,450000,Awarded to Suppliers,2019-05-06,450000,General Procurement - Goods
CCY000ETT18300017,15/4/2019,163065,Awarded to Suppliers,2019-04-15,163065,Engineering Procurement - Services
CCY000ETT19300001,22/4/2019,184888,Awarded to Suppliers,2019-04-22,184888,Engineering Procurement - Services
CCY000ETT19300002,24/4/2019,268800,Awarded to Suppliers,2019-04-24,268800,PPP Procurement - DBFO
CCY000ETT19300003,24/9/2019,4259768,Awarded to Suppliers,2019-09-24,4259768,General Procurement - Services
CCY000ETT19300004,13/11/2019,45190,Awarded by Items,2019-11-13,45190,General Procurement - Goods
CCY000ETT19300004,13/11/2019,4310,Awarded by Items,2019-11-13,4310,General Procurement - Goods
CCY000ETT19300004,13/11/2019,2380,Awarded by Items,2019-11-13,2380,General Procurement - Goods
CCY000ETT19300004,13/11/2019,2760,Awarded by Items,2019-11-13,2760,General Procurement - Goods
CCY000ETT19300004,13/11/2019,24370,Awarded by Items,2019-11-13,24370,General Procurement - Goods
CCY000ETT19300004,13/11/2019,2100,Awarded by Items,2019-11-13,2100,General Procurement - Goods
CCY000ETT19300004,13/11/2019,24120,Awarded by Items,2019-11-13,24120,General Procurement - Goods
CCY000ETT19300004,13/11/2019,32200,Awarded by Items,2019-11-13,32200,General Procurement - Goods
CCY000ETT19300005,11/10/2019,31400,Awarded by Items,2019-10-11,31400,PPP Procurement - DBO
CCY000ETT19300005,11/10/2019,30700,Awarded by Items,2019-10-11,30700,PPP Procurement - DBO
CCY000ETT19300006,12/12/2019,449110,Awarded to Suppliers,2019-12-12,449110,Engineering Procurement - Services
CCY000ETT19300007,13/7/2020,16024384,Awarded to Suppliers,2020-07-13,16024384,Engineering Procurement - EPC
CCY000ETT20300001,14/5/2020,367500,Awarded to Suppliers,2020-05-14,367500,Engineering Procurement - Services
CCY000ETT20300002,10/11/2020,1933058.15,Awarded to Suppliers,2020-11-10,1933058.15,Engineering Procurement - Services
CCY000ETT20300003,1/9/2020,2272263.3,Awarded to Suppliers,2020-09-01,2272263.3,Engineering Procurement - Services
CCY000ETT20300004,8/9/2020,111046.8,Awarded to Suppliers,2020-09-08,111046.8,PPP Procurement - DBFO
CCY000ETT20300005,11/1/2021,380825,Awarded to Suppliers,2021-01-11,380825,General Procurement - Services
CCY000ETT20300008,21/1/2021,766666,Awarded by Items,2021-01-21,766666,Engineering Procurement - Goods
CCY000ETT20300008,21/1/2021,766666,Awarded by Items,2021-01-21,766666,Engineering Procurement - Goods
CCY000ETT20300008,21/1/2021,766666,Awarded by Items,2021-01-21,766666,Engineering Procurement - Goods
CCY000ETT20300009,11/5/2021,598888,Awarded to Suppliers,2021-05-11,598888,General Procurement - Services
CCY000ETT21000001,16/4/2021,0.7,Awarded to Suppliers,2021-04-16,0.7,Engineering Procurement - Goods
CCY000ETT21000002,16/4/2021,1.64,Awarded to Suppliers,2021-04-16,1.64,Engineering Procurement - Goods
CCY000ETT21000003,7/7/2021,396900,Awarded to Suppliers,2021-07-07,396900,PPP Procurement - DBFO
CCY000ETT21000004,4/5/2021,480000,Awarded to Suppliers,2021-05-04,480000,PPP Procurement - DBO
CCY000ETT21000005,5/6/2021,1127100,Awarded by Items,2021-06-05,1127100,General Procurement - Services
CCY000ETT21000005,5/6/2021,1127100,Awarded by Items,2021-06-05,1127100,General Procurement - Services
CCY000ETT21000005,5/6/2021,1127100,Awarded by Items,2021-06-05,1127100,General Procurement - Services
CCY000ETT21000005,5/6/2021,1127100,Awarded by Items,2021-06-05,1127100,General Procurement - Services
CCY000ETT21000006,4/10/2021,171500,Awarded to Suppliers,2021-10-04,171500,General Procurement - Services
CCY000ETT21000008,5/1/2022,513000,Awarded to Suppliers,2022-01-05,513000,Engineering Procurement - Goods
CCY000ETT21000009,10/1/2022,197425,Awarded to Suppliers,2022-01-10,197425,Engineering Procurement - EPC
CCY000ETT21000010,4/3/2022,250000,Awarded to Suppliers,2022-03-04,250000,Engineering Procurement - Services
CCY000ETT22000001,17/6/2022,1819500,Awarded by Items,2022-06-17,1819500,PPP Procurement - DBO
CCY000ETT22000001,17/6/2022,2218500,Awarded by Items,2022-06-17,2218500,PPP Procurement - DBO
CCY000ETT22000001,17/6/2022,2803000,Awarded by Items,2022-06-17,2803000,PPP Procurement - DBO
CCY000ETT22000001,17/6/2022,2380000,Awarded by Items,2022-06-17,2380000,PPP Procurement - DBO
CCY000ETT22000001,17/6/2022,1852500,Awarded by Items,2022-06-17,1852500,PPP Procurement - DBO
CCY000ETT22000002,4/4/2022,201600,Awarded to Suppliers,2022-04-04,201600,Engineering Procurement - Services
CCY000ETT22000003,21/7/2022,15559868,Awarded to Suppliers,2022-07-21,15559868,Engineering Procurement - Services
CCY000ETT22000004,14/7/2022,604334,Awarded to Suppliers,2022-07-14,604334,Engineering Procurement - Goods
CCY000ETT22000005,13/6/2022,185000,Awarded to Suppliers,2022-06-13,185000,General Procurement - Services
CCY000ETT22000006,8/2/2023,198000,Awarded to Suppliers,2023-02-08,198000,Engineering Procurement - Services
CCY000ETT22000007,28/9/2022,1,Awarded to Suppliers,2022-09-28,1,Engineering Procurement - Services
CCY000ETT22000008,22/12/2022,3276810,Awarded to Suppliers,2022-12-22,3276810,Engineering Procurement - Services
CCY000ETT23000001,20/7/2023,11360,Awarded by Items,2023-07-20,11360,PPP Procurement - DBO
CCY000ETT23000001,20/7/2023,7250,Awarded by Items,2023-07-20,7250,PPP Procurement - DBO
CCY000ETT23000001,20/7/2023,9700,Awarded by Items,2023-07-20,9700,PPP Procurement - DBO
CCY000ETT23000001,20/7/2023,6360,Awarded by Items,2023-07-20,6360,PPP Procurement - DBO
CCY000ETT23000001,20/7/2023,11800,Awarded by Items,2023-07-20,11800,PPP Procurement - DBO
CCY000ETT23000002,19/6/2023,477000,Awarded to Suppliers,2023-06-19,477000,Engineering Procurement - Services
CCY000ETT23000003,25/7/2023,136000,Awarded by Items,2023-07-25,136000,PPP Procurement - DBFO
CCY000ETT23000003,25/7/2023,348500,Awarded by Items,2023-07-25,348500,PPP Procurement - DBFO
CCY000ETT23000004,3/11/2023,84700,Awarded to Suppliers,2023-11-03,84700,General Procurement - Goods
CCY000ETT23000005,4/12/2023,145000,Awarded to Suppliers,2023-12-04,145000,PPP Procurement - DBFO
CCYNYCETT18300032,17/4/2019,820872,Awarded by Items,2019-04-17,820872,Engineering Procurement - EPC
CCYNYCETT18300032,17/4/2019,623980,Awarded by Items,2019-04-17,623980,Engineering Procurement - EPC
CCYNYCETT18300033,10/4/2019,352330,Awarded to Suppliers,2019-04-10,352330,Engineering Procurement - EPC
CCYNYCETT19300001,16/7/2019,480000,Awarded to Suppliers,2019-07-16,480000,Engineering Procurement - EPC
