tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
PUB000ETT21000154,44210219wspcomprehensive maintenances for analytical equipments and supply of laboratory equipment at johor river waterworks,Public Utilities Board,2/9/2021,Awarded by Items,Shimadzu Malaysia Sdn Bhd,19502.07
PUB000ETT21000173,44210239wsppurchase of water purification system microscope colour test equipment and preventive maintenance of water purification system,Public Utilities Board,30/11/2021,Awarded by Items,CHEMOPHARM SDN. BHD.,11651.55
PUB000ETT21000173,44210239wsppurchase of water purification system microscope colour test equipment and preventive maintenance of water purification system,Public Utilities Board,30/11/2021,Awarded by Items,GAIA SCIENCE PTE. LTD.,18640
PUB000ETT21000173,44210239wsppurchase of water purification system microscope colour test equipment and preventive maintenance of water purification system,Public Utilities Board,30/11/2021,Awarded by Items,Isodynamique Systems Sdn. Bhd.,13038.85
PUB000ETT21000175,44210260wspprovision of laboratory testing for carbon media,Public Utilities Board,14/10/2021,Awarded by Items,MARCHWOOD LABORATORY SERVICES PTE. LTD.,4500
PUB000ETT21000175,44210260wspprovision of laboratory testing for carbon media,Public Utilities Board,14/10/2021,Awarded by Items,TUV SUD PSB PTE. LTD.,5100
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,Hach Malaysia Sdn Bhd,24549.86
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,IMT Scientific Resources Sdn Bhd,10683.6
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,IT TECH RESEARCH (M) SDN.BHD.,8096.77
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,LELAB SDN.BHD.,10517.66
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,MICRO AIRE-CARE PTE. LTD.,5300
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,Shimadzu Malaysia Sdn Bhd,3445.35
PUB000ETT23000041,44220258wspprovision of equipment corrective maintenance services instruments and consumables for the laboratory at johor river waterworks,Public Utilities Board,4/7/2023,Awarded by Items,TAY SCIENTIFIC INSTRUMENTS SDN BHD,9292.81
PUB000ETT23000033,44230047wspprovision of hand palette jack heavyduty storage containers with lid and portable ammonia gas meter with maintenance service,Public Utilities Board,12/4/2023,Awarded by Items,Keat Mechanicals & Engineering Works,6171.2
PUB000ETT23000033,44230047wspprovision of hand palette jack heavyduty storage containers with lid and portable ammonia gas meter with maintenance service,Public Utilities Board,12/4/2023,Awarded by Items,SL SOLUTION INDUSTRIAL SUPPLIES,15495.23
PUB000ETT23000132,44230165wspsupply and delivery of dam monitoring equipment and auxiliary equipment to linggiu reservoir,Public Utilities Board,4/12/2023,Awarded by Items,AVETICS GLOBAL PTE. LTD.,27194
PUB000ETT23000132,44230165wspsupply and delivery of dam monitoring equipment and auxiliary equipment to linggiu reservoir,Public Utilities Board,4/12/2023,Awarded by Items,HOOK PLUMBING WORKS,13433.46
PUB000ETT23000132,44230165wspsupply and delivery of dam monitoring equipment and auxiliary equipment to linggiu reservoir,Public Utilities Board,4/12/2023,Awarded by Items,ZHUN YI TRADING PTE. LTD.,5880
PUB000ETT23000151,44230231wspsupply of diesel at kota tinggi and permas jaya area johor,Public Utilities Board,4/12/2023,Awarded by Items,Advancedata Network Sdn Bhd,23890.46
PUB000ETT23000151,44230231wspsupply of diesel at kota tinggi and permas jaya area johor,Public Utilities Board,4/12/2023,Awarded by Items,TANJUNG P TRADING,32370.57
MHA00003000010073,4year framework agreement for the provision of psychology research manpower services,Ministry of Home Affairs - Ministry Headquarter 1,15/12/2021,Award by interface record,BGC GROUP PTE. LTD.,16062496
MHA00003000010073,4year framework agreement for the provision of psychology research manpower services,Ministry of Home Affairs - Ministry Headquarter 1,15/12/2021,Award by interface record,CORNERSTONE GLOBAL PARTNERS PTE. LTD.,16567540
MHA00003000010073,4year framework agreement for the provision of psychology research manpower services,Ministry of Home Affairs - Ministry Headquarter 1,15/12/2021,Award by interface record,TALENTVIS SINGAPORE PTE. LTD.,13486784
MHA00003000008925,4year period contract for the supply and delivery of canteen rations and toiletries,Ministry of Home Affairs - Ministry Headquarter 1,25/11/2021,Award by interface record,HAI-OU CO. (S) PTE. LTD.,359110
MHA00003000008925,4year period contract for the supply and delivery of canteen rations and toiletries,Ministry of Home Affairs - Ministry Headquarter 1,25/11/2021,Award by interface record,SENG HUA HNG FOODSTUFF PTE LTD,399920
MHA00003000008925,4year period contract for the supply and delivery of canteen rations and toiletries,Ministry of Home Affairs - Ministry Headquarter 1,25/11/2021,Award by interface record,SHIVSAGAR TRADING PTE. LTD.,332275
MHA00003000008925,4year period contract for the supply and delivery of canteen rations and toiletries,Ministry of Home Affairs - Ministry Headquarter 1,25/11/2021,Award by interface record,THONG CHEW FOOD INDUSTRIES PTE LTD,3973540
DEF000ETT21000079,5year period contract framework agreement pcfa for the provision of covid19 serology testing services,Ministry of Defence,29/9/2021,Awarded by Items,EUROFINS CLINICAL DIAGNOSTICS PTE. LTD.,85000
DEF000ETT21000079,5year period contract framework agreement pcfa for the provision of covid19 serology testing services,Ministry of Defence,29/9/2021,Awarded by Items,PARKWAY LABORATORY SERVICES LTD.,85000
DEF000ETT21000079,5year period contract framework agreement pcfa for the provision of covid19 serology testing services,Ministry of Defence,29/9/2021,Awarded by Items,RESTE LABORATORIES PTE. LTD.,85000
MPA000ETT21000033,5year term contract for vessel management services for mpas hydrographic vessels and patrol craft enhanced with an option to extend for another 3 years at the authoritys discretion,Maritime and Port Authority of Singapore,8/2/2022,Awarded by Items,ENG HUP SHIPPING PTE LTD,13659634
MPA000ETT21000033,5year term contract for vessel management services for mpas hydrographic vessels and patrol craft enhanced with an option to extend for another 3 years at the authoritys discretion,Maritime and Port Authority of Singapore,8/2/2022,Awarded by Items,PENGUIN INTERNATIONAL LIMITED,27955259.74
HOMHQ0ETT20300026,6year period contract for the supply and maintenance of functional medical equipment,Ministry of Home Affairs-Ministry Headquarter,1/12/2021,Awarded by Items,COSEM SAFETY & SECURITY SERVICES PTE. LTD.,1045434
HOMHQ0ETT20300026,6year period contract for the supply and maintenance of functional medical equipment,Ministry of Home Affairs-Ministry Headquarter,1/12/2021,Awarded by Items,EO MEDICAL PTE. LTD.,365300
HOMHQ0ETT20300026,6year period contract for the supply and maintenance of functional medical equipment,Ministry of Home Affairs-Ministry Headquarter,1/12/2021,Awarded by Items,EQUIP MEDICAL PTE LTD,5235520
HOMHQ0ETT20300026,6year period contract for the supply and maintenance of functional medical equipment,Ministry of Home Affairs-Ministry Headquarter,1/12/2021,Awarded by Items,STRYKER SINGAPORE PRIVATE LIMITED,279845
NHB000ETT22000009,a tenderer to participate in conservation of heritage materials objects textiles paintings and paper for various museums and divisions under the national heritage board nhb tenderer shall provide conservation services coherent with professional standards and ethics advocated by conservation bodies of international standing b all work and materials proposed by contractor shall be approved by hcc conservatorincharge or museum representativeincharge before commencing work,National Heritage Board,17/2/2023,Awarded by Items,CULTURAL MATERIAL CONSERVATION LLP,2
NHB000ETT22000009,a tenderer to participate in conservation of heritage materials objects textiles paintings and paper for various museums and divisions under the national heritage board nhb tenderer shall provide conservation services coherent with professional standards and ethics advocated by conservation bodies of international standing b all work and materials proposed by contractor shall be approved by hcc conservatorincharge or museum representativeincharge before commencing work,National Heritage Board,17/2/2023,Awarded by Items,GLOBAL SPECIALISED SERVICES PTE. LTD.,2
NHB000ETT22000009,a tenderer to participate in conservation of heritage materials objects textiles paintings and paper for various museums and divisions under the national heritage board nhb tenderer shall provide conservation services coherent with professional standards and ethics advocated by conservation bodies of international standing b all work and materials proposed by contractor shall be approved by hcc conservatorincharge or museum representativeincharge before commencing work,National Heritage Board,17/2/2023,Awarded by Items,TEOH ENG KEAN,1
NHB000ETT22000009,a tenderer to participate in conservation of heritage materials objects textiles paintings and paper for various museums and divisions under the national heritage board nhb tenderer shall provide conservation services coherent with professional standards and ethics advocated by conservation bodies of international standing b all work and materials proposed by contractor shall be approved by hcc conservatorincharge or museum representativeincharge before commencing work,National Heritage Board,17/2/2023,Awarded by Items,YH CONSERVATION PTE. LTD.,2
LTA000ETT21000009,a term contract to procure for welfare baskets and floral wreaths,Land Transport Authority,17/6/2021,Awarded by Items,HAZEL FLORIST & GIFTS PTE LTD,1
LTA000ETT21000009,a term contract to procure for welfare baskets and floral wreaths,Land Transport Authority,17/6/2021,Awarded by Items,JADE VALLEY GIFTS & FLORAL DESIGN CENTRE PTE LTD,1
LTA000ETT21000009,a term contract to procure for welfare baskets and floral wreaths,Land Transport Authority,17/6/2021,Awarded by Items,ORCHARD FLORIST PTE. LTD.,1
JTC000ETT23000024,aa works to bedok industrial park e  tampines industrial park a  defu industrial estate and kampong ubi industrial estate,Jurong Town Corporation,30/6/2023,Awarded by Items,CHL CONSTRUCTION PTE LTD,5130836
JTC000ETT23000024,aa works to bedok industrial park e  tampines industrial park a  defu industrial estate and kampong ubi industrial estate,Jurong Town Corporation,30/6/2023,Awarded by Items,VIGCON CONSTRUCTION PTE LTD,13543468
LTA000ETT20300062,accredited checking services package 1 for cross island line phase 1,Land Transport Authority,2/8/2021,Awarded by Items,AECOM SINGAPORE PTE. LTD.,6421840.01
LTA000ETT20300062,accredited checking services package 1 for cross island line phase 1,Land Transport Authority,2/8/2021,Awarded by Items,T.Y.LIN INTERNATIONAL PTE. LTD.,2130403
LTA000ETT21000070,accredited checking services package 2 for cross island line phase 1,Land Transport Authority,2/3/2022,Awarded by Items,KTP CONSULTANTS PTE LTD,3502026
LTA000ETT21000070,accredited checking services package 2 for cross island line phase 1,Land Transport Authority,2/3/2022,Awarded by Items,T.Y.LIN INTERNATIONAL PTE. LTD.,2944965
LTA000ETT19300123,accredited checking services with enchanced requirements package 1 for jurong region line,Land Transport Authority,3/1/2020,Awarded by Items,BUREAU VERITAS BUILDINGS & INFRASTRUCTURE PTE. LTD.,1738793
LTA000ETT19300123,accredited checking services with enchanced requirements package 1 for jurong region line,Land Transport Authority,3/1/2020,Awarded by Items,WSP CONSULTANCY PTE. LTD.,2824109
LTA000ETT19300190,accredited checking services with enhanced requirements package 2 for jurong region line,Land Transport Authority,12/5/2020,Awarded by Items,KK LIM & ASSOCIATES PTE. LTD.,2054968
LTA000ETT19300190,accredited checking services with enhanced requirements package 2 for jurong region line,Land Transport Authority,12/5/2020,Awarded by Items,WSP CONSULTANCY PTE. LTD.,2165474.52
LTA000ETT20300064,accredited checking services with enhanced requirements package 4 for jurong region line,Land Transport Authority,25/6/2021,Awarded by Items,BUREAU VERITAS BUILDINGS & INFRASTRUCTURE PTE. LTD.,2168000
LTA000ETT20300064,accredited checking services with enhanced requirements package 4 for jurong region line,Land Transport Authority,25/6/2021,Awarded by Items,T.Y.LIN INTERNATIONAL PTE. LTD.,1972482
MOE000ETT19300100,additions  alterations aa term contracts for ministry of education moe facilities for a period of four 4 years,Ministry of Education,18/12/2019,Awarded by Items,FONDA GLOBAL ENGINEERING PTE. LTD.,36918600
