tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt,tender_clean,topic,gamma,LDA_Category
NATHQ0ETT21000003,replacement of low voltage lv switchboard at switch room 5 and common area lightings inclusive of cabling and distribution boards at mnd complex,Ministry of National Development-Ministry Headquarter,23/7/2021,Awarded to Suppliers,SMM PTE. LTD.,774858,replacement  low voltage lv switchboard  switch room  common area lightings inclusive  cabling  distribution boards  mnd complex,7,0.9771923282123215,PPP Procurement - DBFO
WSG000ETT20300013,provision of application maintenance agile and support services for workforce singapore agencys intranet system,Workforce Singapore,10/2/2021,Awarded to Suppliers,PLEODATA PTE. LTD.,491049,provision  application maintenance agile  support services  workforce  agencys intranet system,7,0.5359051696699888,PPP Procurement - DBFO
SPC000ETT20300001,period contract for the provision of doping control sample analysis services for a period of two 2 years with an option to extend for another one 1 year,Singapore Sports Council (Sport Singapore) - SPC,26/6/2020,Awarded by Items,ANTI-DOPING LABORATORY QATAR,337087.5, contract   provision  doping control sample analysis services      years         ,3,0.955566966029497,Engineering Procurement - Goods
HDB000ETT19300136,a construction of tampines street 64 tampines north drive 1 and tampines north drive 2 b trunk sewers in tampines north northpart 2 c construction of roadrelated facilities in tampines north n6,Housing and Development Board,5/11/2019,Awarded to Suppliers,HUATIONG CONTRACTOR PTE LTD,11775000, construction  tampines street tampines north drive  tampines north drive b trunk sewers  tampines north northpart c construction  roadrelated facilities  tampines north n,1,0.9832913502641224,General Procurement - Goods
NST000ETT21000180,supply delivery installation and commissioning of one 1 unit of ultra high speed pick  place tool this equipment is used for wafer level fanout packaging process,"Agency for Science, Technology and Research",1/7/2022,Awarded to Suppliers,YAMAHA ROBOTICS ASIA PTE. LTD.,1256546.7, delivery installation  commissioning   unit  ultra high speed pick place tool  equipment  used  wafer level fanout packaging process,7,0.9785003051568992,PPP Procurement - DBFO
HOMHQ0ETT19300054,supply of instant urine test kits,Ministry of Home Affairs-Ministry Headquarter,19/2/2020,Awarded to Suppliers,PRECISION FABRICATORS (S) PTE LTD,870289.5,  instant urine test kits,6,0.915513609424114,PPP Procurement - DBO
SPO000ETT21000043,sporeq2021001522 provision of disciplinary investigation officer dio services to nanyang polytechnic ngee ann polytechnic temasek polytechnic and singapore polytechnic for 2 base years plus 2 option years,Singapore Polytechnic,29/12/2021,Awarded to Suppliers,CERTIS MANAGEMENT SERVICES PTE. LTD.,212415.12,sporeq provision  disciplinary investigation officer dio services  nanyang polytechnic ngee ann polytechnic temasek polytechnic   polytechnic  base years plus  years,3,0.6393116985073156,Engineering Procurement - Goods
HDB000ETT20300231,part a building works at geylang contract 14 with community club total 421 dwelling units part b contingency works,Housing and Development Board,28/4/2021,Awarded to Suppliers,RICH CONSTRUCTION COMPANY PTE. LTD.,109600000,part  building works  geylang contract  community club total dwelling units part b contingency works,1,0.9740327998159083,General Procurement - Goods
BCA000ETT21000002,term contract for the maintenance of mechanical electrical and plumbing mep audio visual and ip telephony services for bca braddell campus,Building and Construction Authority,12/5/2021,Awarded to Suppliers,SAVILLS PROPERTY MANAGEMENT PTE. LTD.,2161002,term contract   maintenance  mechanical electrical  plumbing mep audio visual  ip telephony services  bca braddell campus,3,0.9757148941106746,Engineering Procurement - Goods
CAA000ETT21000042,subscription of fibre broadband internet service,Civil Aviation Authority of Singapore,14/6/2021,Awarded to Suppliers,MYREPUBLIC LIMITED,49680,subscription  fibre broadband internet ,2,0.6901555385795481,General Procurement - Services
JTC000ETT23000090,proposed redecoration and refurbishment works to 55 ayer rajah crescent,Jurong Town Corporation,23/2/2024,Awarded to Suppliers,KJS CONSTRUCTION PTE LTD,4940827,proposed redecoration  refurbishment works  ayer rajah crescent,1,0.9495926970906837,General Procurement - Goods
PAS000ETT21000180,replacement of computer room airconditioning unit crau at l2 server room,People's Association,11/1/2022,Awarded to Suppliers,A PLUS ENGRG & SERVICES PTE. LTD.,96000,replacement  computer room airconditioning unit crau  l server room,5,0.7152223846817259,Engineering Procurement - EPC
NST000ETT23000090,a unified endpoint management system for two 2 years with the option to extend for two 2 years,"Agency for Science, Technology and Research",15/12/2023,Awarded to Suppliers,FUJITSU ASIA PTE LTD,2040555, unified endpoint management system   years        years,2,0.7864226334352357,General Procurement - Services
TPO000ETT19300041,supply delivery installation testing commissioning and maintenance of mobileimagevideo forensics equipment at temasek polytechnic for 3 years,Temasek Polytechnic,20/4/2020,Awarded to Suppliers,IMPERIUM SOLUTIONS PTE. LTD.,132515, delivery installation testing commissioning  maintenance  mobileimagevideo forensics equipment  temasek polytechnic  years,7,0.690638002010465,PPP Procurement - DBFO
SPO000ETT19300037,ro19mae0001 request for proposal rfp for partnership with company to set up a smart machining line on singapore polytechnic campus,Singapore Polytechnic,31/10/2019,Awarded to Suppliers,ASTECH PTE. LTD.,1619000,romae request  proposal rfp  partnership  company  set   smart machining line   polytechnic campus,6,0.9698571218633555,PPP Procurement - DBO
SFA000ETT19400007,provision of security guard services at pasir panjang wholesale centre ppwc for a period of four 4 years with 3rd and 4th years being optional,Singapore Food Agency,1/11/2019,Awarded to Suppliers,TOM-RECK SECURITY SERVICES PTE LTD,1726560,provision  security guard services  pasir panjang wholesale centre ppwc     four years  rd  th years  optional,4,0.9757148943152163,Engineering Procurement - Services
MPA000ETT21000003,provision of various insurance for mpa for a period of three years with option to extend for another three years at the authoritys discretion,Maritime and Port Authority of Singapore,23/4/2021,Awarded by Items,LIBERTY SPECIALTY MARKETS SINGAPORE PTE. LIMITED,81000,provision   insurance  mpa      years        years   authoritys discretion,3,0.9495926891329094,Engineering Procurement - Goods
PAS000ETT20300007,term contract for the provision of maintenance of airconditioning systems at community clubs passion wave outlets  other peoples association pas properties in north east ne south east se and north west nw districts for a period of three years with an option to extend for another three years,People's Association,1/4/2020,Awarded to Suppliers,ALLTECH SYSTEMS PTE. LTD.,4054944,term contract   provision  maintenance  airconditioning systems  community clubs passion wave outlets  peoples association pas properties  north east ne south east se  north west nw districts      years         years,4,0.40227804280465645,Engineering Procurement - Services
NST000ETT19300143,tbii01fy19  supply and installation of computer cluster,"Agency for Science, Technology and Research",7/1/2020,Awarded to Suppliers,EXALIT PTE. LTD.,173700,tbiify   installation  computer cluster,5,0.6899238436481534,Engineering Procurement - EPC
CAA000ETT19300038,design refurbishment and outfitting of the caas hospitality pavilion for singapore airshow 2020,Civil Aviation Authority of Singapore,30/12/2019,Awarded to Suppliers,PICO ART INTERNATIONAL PTE. LTD.,150362.5,design refurbishment  outfitting   caas hospitality pavilion   airshow ,5,0.9495926779386746,Engineering Procurement - EPC
LTA000ETT20300055,lta blanket insurance scheme,Land Transport Authority,1/9/2020,Awarded to Suppliers,MS FIRST CAPITAL INSURANCE LIMITED,1,lta blanket insurance scheme,3,0.6901554640548796,Engineering Procurement - Goods
NEA000ETT23000082,tender for maintenance of wharf fenders at tuas marine transfer station and semakau landfill,National Environment Agency,27/11/2023,Awarded to Suppliers,VERT ENERGIE PTE. LTD.,408000,tender  maintenance  wharf fenders  tuas marine transfer station  semakau landfill,4,0.9640811849211605,Engineering Procurement - Services
NST000ETT23000093,supply and delivery of cleanroom consumables for two 2 years with option to extend for one 1 more year,"Agency for Science, Technology and Research",15/2/2024,Awarded by Items,ACEPLAS PTE. LTD.,237447,  delivery  cleanroom consumables   years        ,2,0.9155135914654808,General Procurement - Services
JTC000ETT21000046,proposed repairs and refurbishment works to terrace workshops at toa payoh industrial park block 11 including backyard reconstruction,Jurong Town Corporation,9/9/2021,Awarded to Suppliers,HD CONTRACTOR PTE. LTD.,1912827,proposed repairs  refurbishment works  terrace workshops  toa payoh industrial park block  backyard reconstruction,1,0.9721003420179208,General Procurement - Goods
LTA000ETT22000006,social media agency on record,Land Transport Authority,28/6/2022,Awarded to Suppliers,WILD ADVERTISING & MARKETING PTE. LTD.,999600,social media agency  record,2,0.9155136053411234,General Procurement - Services
MAS000ETT23000009,invitation to tender for fortify webinspect software licences and implementation masreq2022001383sy,Monetary Authority of Singapore,30/3/2023,Awarded to Suppliers,TRIE GROUP PTE. LTD.,236296,invitation  tender  fortify webinspect software licences  implementation masreqsy,4,0.9555669742001567,Engineering Procurement - Services
NAC000ETT22000007,a fundraising course fr101 for arts organisations will be procured for a contract period of five years addressing the market gap of 2days short courses the itt would also include a 1day corporate governance and basic financial literacy course and an digital certificate that is compatible to online resume platforms to upskill our arts practitioners marketability for attending the course,National Arts Council,5/10/2022,Awarded to Suppliers,LASALLE COLLEGE OF THE ARTS LIMITED,265251, fundraising course fr  arts organisations will  procured   contract   five years addressing  market gap  days short courses  itt  also include  day corporate governance  basic financial literacy course   digital certificate   compatible  online resume platforms  upskill  arts practitioners marketability  attending  course,5,0.9132113258208612,Engineering Procurement - EPC
