tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
BCA000ETT22000024,supply delivery installation and commissioning including comprehensive maintenance of audiovisual av system in bca braddell campus,Building and Construction Authority,19/1/2023,Awarded to Suppliers,FIBER ONE ASIA PTE. LTD.,3313060
BCA000ETT22000025,supply installation and commissioning of one unit of saddle jib tower crane for training purpose at the bca braddell campus,Building and Construction Authority,11/3/2023,Awarded to Suppliers,SANTE CRANE & EQUIPMENT PTE. LTD.,776800
BCA000ETT23000004,this tender is for provision of learning management system as a software as a service saas for building and construction authority bca the new lms shall support the design creation delivery and administration of digital and blend course offering via instructor facilitated and selfpaced asynchronous formal learning for public who signed up for bcaa courses as well for bca in house training,Building and Construction Authority,3/10/2023,Awarded to Suppliers,D2L ASIA PTE. LTD.,716391.97
BCA000ETT23000006,to rejuvenate and repaint the existing blocks to rebrand bca braddell campus carry out remedial works such as rewater proofing and recoat crack defective walls  pavements,Building and Construction Authority,5/6/2023,Awarded to Suppliers,UNICOAT PTE. LTD.,668000
BCA000ETT23000007,proposed rectifications of defective revetment at pulau punggol timor ppt,Building and Construction Authority,23/10/2023,Awarded to Suppliers,YENG TONG CONSTRUCTION PTE LTD,4150000
BCA000ETT23000008,corenet x will be launched in end 2023 with a new interface and submission process to several agencies on a single portal cxpo intends to engage a change management consultant to prepare our industry stakeholders to onboard corenet x and maintain the momentum postlaunch,Building and Construction Authority,23/8/2023,Awarded to Suppliers,WSP CONSULTANCY PTE. LTD.,494508
BCA000ETT23000009,to conduct testing services pulloff testwatertightness test for conquas for 11 years,Building and Construction Authority,3/7/2023,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,28000
BCA000ETT23000010,supply and installation of signage works in bca braddell campus,Building and Construction Authority,4/9/2023,Awarded to Suppliers,AMICO TECHNOLOGY INTERNATIONAL PTE. LTD.,369300
BCA000ETT23000012,provision of legal services from a panel of law firms to bca from 1 oct 23 to 30 sep 26,Building and Construction Authority,29/9/2023,Awarded by Items,ADSAN LAW LLC,2600
BCA000ETT23000013,helpdesk services for corenet x and for corenet 2,Building and Construction Authority,19/10/2023,Awarded to Suppliers,ST ENGINEERING ADVANCED NETWORKS & SENSORS PTE. LTD.,2328002.4
BCA000ETT23000015,provision of primary outpatient services and health screening services for a period of three 3 years with an option to extend another two 2 years,Building and Construction Authority,4/12/2023,Awarded to Suppliers,MHC MEDICAL NETWORK PTE. LTD.,159120
BCA000ETT23000016,estate upgrading programme eup batch 9 for upper changi phase 2,Building and Construction Authority,22/2/2024,Awarded to Suppliers,TANG'S ENGINEERING PTE LTD,363800
BCA000ETT23000017,provision of environmental site assessment,Building and Construction Authority,28/2/2024,Awarded to Suppliers,AECOM SINGAPORE PTE. LTD.,66000
BCA000ETT23000020,tender for renovation of office space to building and construction authority at 52 jurong gateway road level 9 10 11 12 jem office tower singapore 608550 and 200 braddell road level 7 academic tower bca braddell campus singapore 579700,Building and Construction Authority,17/1/2024,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,10328744.04
BCA000ETT23000023,invitation to tender for minor improvement works to office and upgrading of audiovisual system at strata titles boards stb,Building and Construction Authority,1/2/2024,Awarded to Suppliers,DE PALMCO PRIVATE LIMITED,204280
BCA000ETT23000028,invitation to tender for the provision of general maintenance services for tuas aggregate terminal and tuas concrete site,Building and Construction Authority,15/2/2024,Awarded to Suppliers,PT ENGINEERING & CONSTRUCTION SERVICES PTE. LTD.,49650
BCA000ETT23000029,provision of green mark assessment and verification services,Building and Construction Authority,28/3/2024,Awarded by Items,Singapore Green Building Council,1
CAA000ETT18300020,supply installation and commission of air traffic services message handling system amhs,Civil Aviation Authority of Singapore,14/8/2019,Awarded to Suppliers,FREQUENTIS COMSOFT GMBH,4342495.99
CAA000ETT18300041,provision of weather data services for cospassarsat ground system,Civil Aviation Authority of Singapore,26/6/2019,Awarded to Suppliers,RPS AUSTRALIA WEST PTY LTD,546000
CAA000ETT18300050,upgrade of audiovisual system for the training rooms and kallang hall at singapore aviation academy,Civil Aviation Authority of Singapore,7/5/2019,Awarded to Suppliers,AV MEDIA PTE LTD,139690
CAA000ETT19300002,provision of security systems including comprehensive maintenance and monitoring services for caas premises,Civil Aviation Authority of Singapore,1/7/2019,Awarded by Items,APRO-ASIAN PROTECTION PTE LTD,647000
CAA000ETT19300004,upgrading works and term contract for adhoc minor works to caas premises in singapore and offshore islands,Civil Aviation Authority of Singapore,26/6/2019,Awarded to Suppliers,TKB C-E CONTRACTOR PTE. LTD.,789562
CAA000ETT19300006,provision of advisory services to conduct independent assessment of airport terminal design,Civil Aviation Authority of Singapore,23/4/2019,Awarded to Suppliers,WOODS BAGOT ASIA LIMITED SINGAPORE BRANCH,1120630
CAA000ETT19300008,development and maintenance of an emergency operations centre eoc operations room,Civil Aviation Authority of Singapore,12/6/2019,Awarded to Suppliers,NCS COMMUNICATIONS ENGINEERING PTE. LTD.,603036
CAA000ETT19300010,supply and installation of lighting system at caas premises,Civil Aviation Authority of Singapore,27/5/2019,Awarded to Suppliers,CHUA YEW SENG CONSTRUCTION & ELECTRICAL ENGRG PTE LTD,39550
CAA000ETT19300011,enhancement of security measures at caas premises,Civil Aviation Authority of Singapore,15/7/2019,Awarded to Suppliers,CA M&E ENGINEERING PTE. LTD.,282650
CAA000ETT19300013,provision of network infrastructure and associated works for ans systems,Civil Aviation Authority of Singapore,3/7/2019,Awarded to Suppliers,NCS COMMUNICATIONS ENGINEERING PTE. LTD.,2899093.4
CAA000ETT19300014,design and development of interactive elearning courseware,Civil Aviation Authority of Singapore,4/7/2019,Awarded to Suppliers,WIZLEARN TECHNOLOGIES PTE. LTD.,64000
CAA000ETT19300015,renovation works for existing caas premises,Civil Aviation Authority of Singapore,12/6/2019,Awarded to Suppliers,NORTHSEA CONSULTANT PTE. LTD.,94400
CAA000ETT19300017,replacement of underground water supply pipes sprinkler supply pipes and hydrant pipes at singapore aviation academy,Civil Aviation Authority of Singapore,8/7/2019,Awarded to Suppliers,M-STARS ENGINEERING & CONSTRUCTION PTE. LTD.,448580
CAA000ETT19300018,provision of system integration and related manpower services for tableau implementation,Civil Aviation Authority of Singapore,28/5/2019,Awarded to Suppliers,SIFT ANALYTICS GROUP PTE. LTD.,457250
CAA000ETT19300019,supply and delivery of air traffic control headsets,Civil Aviation Authority of Singapore,12/9/2019,Awarded to Suppliers,NCS COMMUNICATIONS ENGINEERING PTE. LTD.,275000
CAA000ETT19300020,supply of an electronic rostering and monitoring system with maintenance and support services,Civil Aviation Authority of Singapore,16/7/2019,Awarded to Suppliers,LAMINAAR AVIATION INFOTECH PTE. LTD.,3862010
CAA000ETT19300022,provision of onsite personnel for application development and maintenance services,Civil Aviation Authority of Singapore,29/7/2019,Awarded by Items,DELTEQ PTE LTD,100800
CAA000ETT19300023,implementation of a corporate performance management system,Civil Aviation Authority of Singapore,5/9/2019,Awarded to Suppliers,SMART-WARES PTE. LTD.,791570
CAA000ETT19300026,replacement and modification works to existing gas suppression systems at various caas premises,Civil Aviation Authority of Singapore,20/9/2019,Awarded to Suppliers,EUNIX FIRE PROTECTION PTE. LTD.,166800
CAA000ETT19300030,replacement of fire protection system at singapore aviation academy,Civil Aviation Authority of Singapore,29/11/2019,Awarded to Suppliers,IFACILITIES PTE. LTD.,237600
CAA000ETT19300031,provision of custodial building maintenance service for caas premises for a period of 2 years,Civil Aviation Authority of Singapore,4/10/2019,Awarded to Suppliers,ENGIE SERVICES SINGAPORE PTE. LTD.,801800
CAA000ETT19300032,provision of asset management services,Civil Aviation Authority of Singapore,7/1/2020,Awarded by Items,EASTSPRING INVESTMENTS (SINGAPORE) LIMITED,3
CAA000ETT19300033,replacement of diesel storage system for caas premises,Civil Aviation Authority of Singapore,8/11/2019,Awarded to Suppliers,G-CUBE ENGINEERING PTE. LTD.,909650
CAA000ETT19300034,provision of consultancy services for air cargo at changi airport,Civil Aviation Authority of Singapore,3/12/2019,Awarded to Suppliers,DISTRICON ASIA PTE. LTD.,195000
CAA000ETT19300038,design refurbishment and outfitting of the caas hospitality pavilion for singapore airshow 2020,Civil Aviation Authority of Singapore,30/12/2019,Awarded to Suppliers,PICO ART INTERNATIONAL PTE. LTD.,150362.5
CAA000ETT19300039,provision of travel management services,Civil Aviation Authority of Singapore,30/12/2019,Awarded to Suppliers,GLOBAL TRAVEL PTE LTD,32
CAA000ETT19300041,provision of legal services for a period of 2 years with an option to extend for 1 year,Civil Aviation Authority of Singapore,6/3/2020,Awarded by Items,BIRD & BIRD ATMD LLP,69500
CAA000ETT19300042,provision of civil and structural engineering consultancy services to singapore aviation academy,Civil Aviation Authority of Singapore,28/1/2021,Awarded to Suppliers,T.Y.LIN INTERNATIONAL PTE. LTD.,773000
CAA000ETT19300043,provision of claims verification and sampling audit services,Civil Aviation Authority of Singapore,12/3/2020,Awarded by Items,Geetha A & Associates,137500
CAA000ETT19300046,provision of catering services at the caas pavilion during the singapore airshow 2020,Civil Aviation Authority of Singapore,5/2/2020,Awarded to Suppliers,CITY HOTELS PTE. LTD.,76525
CAA000ETT19300047,provision of pest control services for caas premises,Civil Aviation Authority of Singapore,24/3/2020,Awarded to Suppliers,OCS GROUP (S) PEST SOLUTIONS PTE. LTD.,288000
CAA000ETT20300001,provision of airside transportation services,Civil Aviation Authority of Singapore,1/6/2020,Awarded to Suppliers,WOODLANDS TRANSPORT SERVICE PTE LTD,874800
CAA000ETT20300003,provision of consultancy study on cybersecurity threat vulnerability risk assessment,Civil Aviation Authority of Singapore,23/3/2020,Awarded to Suppliers,ASERO WORLDWIDE LTD,478800
CAA000ETT20300005,provision of programme management and related services for a period of two 2 years,Civil Aviation Authority of Singapore,31/3/2020,Awarded to Suppliers,MASTEREIGN LEARNING JOURNEYS PTE. LTD.,184000
CAA000ETT20300006,development and maintenace of operations control and command centre occ,Civil Aviation Authority of Singapore,2/4/2020,Awarded to Suppliers,TRENDBUILD CONTRACTS PTE. LTD.,588665
CAA000ETT20300007,provision of comprehensive maintenance for mechanical and electrical systems and facilities in caas premises for a period of 5 years,Civil Aviation Authority of Singapore,5/6/2020,Awarded to Suppliers,INDECO ENGINEERS (PTE) LTD,24096215
CAA000ETT20300010,provision of website user interface for global navigation satellite system gnss receiver autonomous integrity monitoringrequired navigation performance raimrnp prediction services,Civil Aviation Authority of Singapore,6/7/2020,Awarded to Suppliers,NAVBLUE LIMITED,350040
CAA000ETT20300011,provision of investigative services,Civil Aviation Authority of Singapore,16/7/2020,Awarded to Suppliers,POLWEL Co-operative Society Limited,663840
